artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
TV Girl,Lovers Rock,"Tan fácil que es enamorarme Y tan difícil olvidarte Porque la vida me juraste Y hoy te busco y tú no estás  Aunque me duela ver tu foto Entreno a mi corazón roto Por si mañana te vuelva a encontrar  Ya no sé disimular Llamo y no te puedo hablar Tu recuerdo no se va No se va, no se va Algo en ti quiere volver Y algo en mí te va a encontrar Tu recuerdo no se va No se va, no se va  Quédate otra vez Quédate toda la noche Quédate otra vez Quédate más de las 12:00  Quédate otra vez Que mi corazón no olvida ",14,7,-0.22585506098611013,2,19,0,-0.13473333333333332
"Peso Pluma, Natanael Cano",PRC,"Ceilings, plaster Can't you just make it move faster? Lovely to be sitting here with you You're kinda cute, but it's Raining harder My shoes are now full of water Lovely to be rained on with you It's kinda cute, but it's  So short Then you're driving me home And I don't wanna leave ",10,2,-0.380204975605011,0,12,0,0.13670000000000002
Juice WRLD,All Girls Are The Same,"Yeh-yeh-yeh-yeh-yeh-yeh Eh, eh-eh-eh  No sé si es casualidad que yo me sienta así Siempre que tú estás cerquita de mí Dime qué me hiciste, qué droga me diste Que desde aquella noche no soy igual Tú me mira' y empiezo a sudar Siento que puedo volar  Baby, la nota ya está haciendo efecto Mi mundo está jodío y me siento perfecto Porque estás tú aquí, moviéndote así, no pare' Baby, tú eres mi droga, esta noche no le baje'  Porque la nota ya está haciendo efecto ",10,3,-0.3433209703518794,0,13,0,-0.06659999999999999
Grupo Frontera,No Se Va - En Vivo,"Some things in life are meant to fly And others, they were born to run You can't tie them up and leavin' Like the changing of the seasons Good things, they come and then they go  Like a runaway Southbound train Like an Arizona desert rain Like lightning in the sky Like fireworks in July Like a left field homerun ball Like a whiskey shot at last call It's like she was made for moving on That girl is going, going, gone  ",8,8,-0.010664273053407669,0,13,3,0.20812500000000003
Lizzy McAlpine,ceilings,"Anyway-  It's bad bitch o'clock, yeah, it's thick:30 I've been through a lot, but I'm still flirty (okay) Is everybody back up in the building? It's been a minute, tell me how you're healing 'Cause I'm about to get into my feelings How you feeling? How you feel right now?  Oh, I've been so down and under pressure I'm way too fine to be this stressed, yeah Oh, I'm not the girl I was or used to be, uh Bitch, I might be better  Turn up the music, turn down the lights I've got a feeling I'm gon' be alright Okay (okay), alright It's about damn time (time) Turn up the music, let's celebrate (alright) I've got a feeling I'm gon' be okay Okay (okay), alright It's about damn time  ",25,3,-0.4949886862720762,2,23,3,0.019939285714285715
Bad Bunny,Efecto,"When your wrist like this, you don't check the forecast Every day it's gon' rain, yeah Made a brick through a brick, ain't whip up shit This pure cocaine, yeah From the streets, but I got a little sense But I had to go coupe, no brain (Coupe, no brain) Ain't worried 'bout you, I'ma do what I do And I do my thing (Do my thing)  Bought her brand new shoes, told her kick rocks Don't stand too close, diamonds kickbox Think red means goes so I don't stop I know they wish they could catch me, but keep wishin' You think I done turned into a fiend for these bitches Tryna stuff as much as I can in these britches Made your bitch fuck on my friend, it's no difference I ain't never popped no Xan, I sip sizzurp If I ever have to tell on the gang, I won't do it If I put it on a song, I seen it or been through it I can't put it in my song, I know how the feds move Scream free all of the ahks but I ain't no FamGoon Gave my mama ten bands, sent her to Cancún Got the crowd goin' dumb but I ain't no damn fool If I went in there and did it and made it, you can too We done came a long way from broke and sharing shoes ",30,17,-0.16987509803569062,2,42,3,0.013825531914893616
Luke Combs,"Going, Going, Gone","Don't, don't play with her, don't be dishonest (Ayy) Still not understandin' this logic (Ayy) I'm back and I'm better (And I'm better) I want you bad as ever Don't let me just let up I wanna give you better Baby, it's whatever  Somebody gotta step up Girl, I'm that somebody, so I'm next up Be damned if I let him catch up It's easy to see that you're fed up I am on a whole 'nother level Girl, he only fucked you over 'cause you let him Fuck him, girl, I guess he didn't know any better Girl, that man didn't show any effort  Do all I can just to show you you're special Certain it's your love that holds me together Lately you say he been killin' the vibe Gotta be sick of this guy Pull up, skrr, get in the ride ",21,9,-0.23120973706245423,3,25,2,0.003920000000000002
Lizzo,About Damn Time,"Wait right here I'll be back in the morning I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it If you give me time, I could work on it Give me some time while I work on it  Losin' your patience, and, girl, I don't blame you The Earth's in rotation, you're waiting for me Look at my face when I fuck on your waist 'Cause we only have one conversation a week ",12,8,-0.1379006624221802,1,18,1,0.0369
Lil Baby,Pure Cocaine,"B-B-B-Bound to fall in love Bound to fall in love (Uh-huh, honey)  All them other niggas lame, and you know it now When a real nigga hold you down, you supposed to drown  Bound (bound) to fall in love B-B-B-Bound (bound) to fall in love (Uh-huh, honey)  What you doing in the club on a Thursday? She say she only here for her girl birthday They ordered champagne but still look thirsty Rock Forever 21 but just turned 30 I know I got a bad reputation Walk-around-always-mad reputation  Leave-a-pretty-girl-sad reputation Start a Fight Club, Brad reputation I turnt the nightclub out of the basement I'll turn the plane around, your ass keep complaining How you gon' be mad on vacation? Dutty wining 'round all these Jamaicans ",27,6,-0.3812671917857546,2,29,2,-0.017415151515151512
"HARDY, Morgan Wallen",red (feat. Morgan Wallen),"Poor me, pour me another drink 'Cause I don't wanna feel a thing No more, hell nah I just wanna sip 'til the pain wears off Poor me, pour me another round Line 'em up and knock 'em down Two more let's go 'Cause I ain't never hurt like this before  Don't wanna think about her Or wear a ring without her Don't wanna hit the karaoke bar Can't sing without her So make them drinks strong 'Cause brother she's gone And if I'm ever gonna move on  I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) And see the world through whiskey glasses ",20,13,-0.12512805606379654,1,31,1,-0.0565969696969697
Bryson Tiller,Don't,"You're talking shit for the hell of it Addicted to betrayal, but you're relevant You're terrified to look down 'Cause if you dare, you'll see the glare Of everyone you burned just to get there It's coming back around  And I keep my side of the street clean You wouldn't know what I mean  'Cause karma is my boyfriend Karma is a god Karma is the breeze in my hair on the weekend Karma's a relaxing thought Aren't you envious that for you it's not? Sweet like honey, karma is a cat Purring in my lap 'cause it loves me Flexing like a goddamn acrobat Me and karma vibe like that  Spider-boy, king of thieves Weave your little webs of opacity My pennies made your crown ",14,8,-0.16136826981197705,3,16,3,0.023368181818181812
Lil Peep,Star Shopping,Ooh ooh ooh ooh  Do you like the way I talk to you Do I titillate your mind Gotta say I like your attitude And I'd love to make you mine  But I gotta know do you really like me Do you really like me Low on time I'd like to make a move Yeah do you really like me Do you really like me Yeah we're still young but for how many moons  I guess we'll find out ,13,5,-0.2545679145389133,1,15,2,0.1929
Kanye West,Bound 2,"He was a boy who was a dreamer And he flew so high and proud In a world full of people out to cut his young ass down No one ever understood a single word he said And they cast him to the wolves when he wasn't well and fed  Boys we've got a riser, a riser in our midst And he will get the last laugh if it's the last thing he did And he used to roll around in that red dirt mud But now he's skipping town, and that riser's out for blood  Don't stop goin', goin' South 'Cause they'll let you play your music real damn loud ",10,2,-0.3834203581015269,0,12,0,-0.024825
Morgan Wallen,Whiskey Glasses,"Everything disgusting, conversation is so boring Heard about what? I hate her, I don't agree, I did it first I give a fuck, I just wanna fuck, eat, sleep, love, happy Can you make me happy? Can you keep me happy?  Can you distract me from all the disaster? Can you touch on me and not call me after? Can you hate on me and mask it with laughter? Can you lead me to the ark? What's the password?  I need humanity Y'all luck humanity, drowning in vanity Craving humanity Y'all lack humanity, I need humanity, I need  Everybody wanna be beautiful, scared of the unusual Scared of giving mutual respect, all that you hate You reflect all the godlike, you forget how to love somebody I hate everybody, I hate everyone  Let's talk about A.I., robot got more heart than I ",22,7,-0.32289059819846316,9,18,2,-0.06581379310344829
"Kanye West, Dwele",Flashing Lights,"I wanna take you somewhere so you know I care But it's so cold, and I don't know where I brought you daffodils in a pretty string But they won't flower like they did last spring  And I wanna kiss you, make you feel alright I'm just so tired to share my nights I wanna cry and I wanna love But all my tears have been used up  On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up ",10,8,-0.09274213843875462,1,12,5,0.1435611111111111
